120	120	141	141	-2560	-2560	-2560	-2560	-2560	-2560	-2560	-2560	-2560	-2560	162	162	162	162	162	162	141	99	99	79	
120	120	141	141	141	162	162	162	-2560	-2560	-2560	-2560	183	162	162	162	162	162	162	162	162	120	99	99	
120	141	141	141	141	162	-2560	-2560	-2560	-2560	-2560	162	162	162	162	162	162	162	162	162	162	141	120	99	
120	120	120	183	183	183	162	-2560	-2560	-2560	-2560	-2560	-2560	183	183	183	183	183	183	183	183	141	120	99	
99	99	-2560	-2560	183	183	183	183	-2560	-2560	-2560	-2560	-2560	-2560	-2560	183	183	205	183	183	183	162	141	120	
99	120	183	183	183	183	183	183	-2560	-2560	-2560	-2560	-2560	-2560	-2560	205	205	205	205	205	205	183	141	120	
120	120	183	183	205	205	205	205	-2560	-2560	-2560	-2560	-2560	-2560	-2560	183	205	228	205	205	205	205	141	99	
120	120	205	205	228	228	228	228	-2560	-2560	-2560	-2560	-2560	-2560	-2560	183	183	205	205	183	205	183	141	99	
162	183	183	205	228	228	228	228	-2560	-2560	-2560	-2560	79	79	-2560	99	183	183	183	183	205	162	120	99	
162	183	205	205	228	250	228	-2560	-2560	-2560	-2560	-2560	59	59	79	79	79	162	162	162	183	162	120	99	
162	183	183	250	250	250	250	-2560	-2560	-2560	-2560	-2560	59	59	59	79	79	162	162	162	183	162	141	120	
183	183	205	228	250	-2560	-2560	-2560	-2560	-2560	-2560	20	20	39	39	59	59	59	39	183	183	162	141	120	
162	183	183	205	250	-2560	-2560	-2560	-2560	-2560	0	20	39	39	39	59	59	39	39	162	162	141	120	120	
162	162	162	183	228	228	-2560	-2560	-2560	-2560	0	20	39	39	39	39	59	39	99	141	162	120	120	120	
141	141	162	162	162	-2560	-2560	-2560	79	-2560	39	39	39	39	39	59	59	59	99	120	141	99	99	99	
120	120	120	120	-2560	-2560	99	99	-2560	79	59	59	59	59	59	39	59	59	99	120	120	99	99	99	
120	120	99	99	99	99	99	99	79	79	39	39	39	39	39	39	39	59	99	99	120	99	99	99	
120	99	99	99	99	99	99	99	79	79	59	39	39	39	39	39	59	59	99	99	99	99	79	79	
99	99	99	99	99	99	99	99	79	79	79	59	59	59	59	59	59	79	99	99	99	79	79	79	
99	99	99	99	99	99	99	99	99	79	79	79	79	59	79	59	79	79	99	99	99	79	79	79	
99	99	99	99	99	99	99	99	79	79	79	79	79	59	59	59	59	79	79	79	79	59	59	79	
79	79	79	79	79	99	79	79	79	79	79	79	79	59	59	59	59	79	79	79	79	59	59	59	
79	79	79	79	79	79	79	79	79	79	79	79	59	59	59	59	59	79	79	79	79	59	59	59	
79	79	79	79	79	79	79	79	79	79	79	59	59	59	59	59	59	79	79	59	79	59	59	59	
