79	79	79	79	99	79	79	79	79	79	79	79	79	79	79	59	59	59	59	59	79	79	79	79	
79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	59	59	79	59	59	59	59	79	79	
79	79	79	79	79	79	79	79	79	79	79	79	79	59	59	59	59	79	59	59	59	79	79	79	
79	79	79	79	79	79	79	79	79	79	79	79	59	59	59	59	59	59	59	59	79	79	79	79	
59	59	59	59	79	79	79	79	79	79	79	79	59	59	59	59	59	59	59	59	59	59	79	79	
59	59	59	59	59	59	79	79	79	59	59	59	59	59	59	59	59	59	59	59	59	59	59	79	
59	59	59	59	59	59	59	79	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	79	
59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	39	39	59	59	59	59	79	59	79	
59	59	59	59	59	59	59	59	59	59	59	59	39	59	59	59	59	59	59	59	79	79	59	79	
59	79	59	59	59	59	59	59	59	39	39	39	39	39	39	39	39	59	59	79	79	79	59	79	
79	79	59	59	59	59	59	59	59	39	39	39	20	39	39	39	39	39	59	79	79	79	59	79	
79	79	79	59	59	59	59	59	39	39	39	20	20	20	39	39	39	59	59	79	79	79	79	79	
79	79	79	79	79	59	59	59	39	39	20	20	0	20	20	20	39	59	59	79	79	79	79	79	
79	79	79	79	59	79	59	59	39	39	20	20	0	20	20	20	39	39	59	79	79	79	79	79	
79	79	79	79	79	79	59	59	39	39	20	20	0	0	20	20	20	39	59	79	79	99	79	79	
79	79	79	79	79	79	59	59	39	39	20	0	0	0	20	20	39	39	59	79	79	79	79	79	
79	79	79	79	79	79	59	59	59	59	39	39	20	20	20	39	39	39	59	59	79	79	79	79	
59	59	79	79	79	79	59	79	59	59	39	39	39	20	39	39	39	39	59	59	59	79	79	79	
59	59	59	79	59	79	59	79	59	59	39	39	39	39	39	39	59	59	59	59	59	79	79	79	
59	59	59	79	59	79	59	79	59	59	59	59	39	39	39	39	59	59	59	59	59	59	59	79	
59	59	59	59	59	79	59	59	59	59	59	59	59	59	59	39	59	59	59	59	59	59	59	59	
39	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	
39	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	
39	59	59	59	59	59	39	59	59	59	59	59	59	59	59	59	59	59	59	59	59	39	39	59	
