-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	163	163	142	142	142	-2580	-2580	79	
100	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	163	163	163	163	142	142	142	-2580	100	79	
121	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	163	163	163	163	142	142	142	142	121	100	
100	121	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	185	185	185	185	163	142	142	142	121	100	
79	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	185	185	163	142	163	142	121	100	
79	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	185	185	163	142	163	142	121	79	
100	121	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	208	185	163	163	163	163	121	79	
100	121	163	163	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	163	142	163	142	121	79	
121	163	185	185	208	208	208	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	142	142	142	142	100	79	
142	163	185	208	230	230	230	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	142	142	142	121	100	79	
142	163	185	208	230	230	230	-2580	-2580	-2580	-2580	-2580	39	39	39	59	59	-2580	-2580	142	142	142	121	79	
142	163	185	208	230	-2580	-2580	-2580	-2580	-2580	-2580	0	19	19	19	39	39	39	-2580	142	142	121	121	100	
142	163	163	230	230	-2580	-2580	-2580	-2580	-2580	0	0	19	19	19	19	39	39	59	121	121	121	100	79	
121	142	142	163	-2580	163	-2580	-2580	-2580	19	0	0	19	19	19	19	39	39	59	59	100	100	100	100	
100	121	142	142	-2580	-2580	-2580	-2580	39	0	0	0	19	19	19	19	39	39	39	59	79	79	79	79	
100	100	100	100	100	100	79	79	39	39	19	19	19	19	19	19	39	39	59	59	79	79	79	79	
79	79	79	79	79	79	79	79	39	39	19	19	19	19	19	19	39	59	59	59	79	79	79	79	
79	79	79	79	79	79	79	59	59	59	39	19	19	19	19	39	59	59	59	59	79	79	59	59	
79	79	79	79	79	79	79	79	59	59	59	39	39	39	39	39	59	59	59	59	59	59	59	59	
79	79	79	79	79	79	79	79	59	59	59	59	59	39	39	39	59	59	59	59	59	59	59	59	
79	79	79	79	79	79	79	79	59	59	59	59	59	39	39	39	59	59	39	39	59	59	59	59	
59	59	59	59	79	79	59	59	59	59	59	59	39	39	39	39	39	59	39	39	39	39	59	39	
59	59	59	59	59	59	59	59	59	59	59	39	39	39	39	39	39	59	39	39	39	39	39	39	
59	59	59	59	59	59	59	59	59	59	39	39	39	39	39	39	39	39	39	19	39	39	39	39	
